73 34 11 28 ~ start
58 47 37 76 
13 2 67 65 
12 14 24 29 
20 27 17 52 
16 10 1 1 
34 44 64 29 
62 66 17 11 
32 7 57 1 
94 27 36 15 
62 73 25 19 
92 15 57 79 
54 90 76 56 
17 52 36 67 
15 0 51 18 
98 35 82 97 
9 45 61 68 
23 79 99 49 
80 15 67 41 
63 96 10 16 
80 8 52 66 
24 53 72 40 
0 78 22 49 
38 33 81 76 
22 83 34 69 
9 4 10 72 
30 62 4 86 
92 52 43 56 
68 15 91 74 
62 48 94 73 
9 57 27 16 
1 39 15 16 
84 60 47 42 
24 7 53 30 
96 23 47 83 
2 7 86 0 
0 19 59 63 
67 0 56 36 
27 15 41 77 
93 38 99 33 
96 70 2 15 
14 51 3 54 
30 40 19 21 
93 71 75 71 
71 64 13 6 
68 66 84 64 
65 0 99 59 
44 85 14 53 
56 28 16 13 
91 32 44 28 
21 63 8 71 
85 21 36 94 
16 16 8 92 
89 81 7 37 
37 17 55 88 
61 6 3 94 
98 77 36 99 
48 79 12 79 
86 56 30 30 
98 13 79 84 
60 71 20 72 
78 76 9 83 
71 46 66 46 
20 17 74 78 
53 1 79 32 
2 83 61 90 
94 26 33 84 
39 5 21 74 
88 91 98 36 
59 12 11 1 
37 85 96 50 
70 65 40 58 
40 80 96 57 
53 42 55 43 
6 77 7 7 
32 26 36 56 
52 66 42 13 
10 46 76 20 
1 13 53 59 
71 98 80 84 
74 60 62 17 
83 43 88 81 
42 88 39 75 
63 46 28 55 
93 96 3 90 
69 18 39 71 
14 85 42 2 
50 65 22 81 
8 49 87 84 
68 59 24 1 
81 18 78 11 
49 93 29 26 
90 6 12 69 
58 66 58 94 
12 48 54 38 
90 28 60 61 
91 45 58 30 
15 77 62 64 
75 37 32 53 
37 79 26 72 
36 76 30 35 
40 64 0 60 
48 80 71 32 
34 14 83 57 
61 78 6 6 
36 47 35 41 
94 74 89 46 
29 59 3 92 
39 4 25 59 
95 83 41 28 
52 59 97 62 
26 79 40 79 
53 85 86 57 
32 60 21 75 
95 1 58 61 
21 14 21 55 
48 92 73 21 
24 82 96 21 
6 52 17 54 
62 4 28 99 
38 8 0 61 
9 48 88 69 
16 38 49 36 
86 58 12 89 
98 54 86 60 
78 21 77 29 
59 36 85 28 
85 18 96 60 
89 20 34 84 
25 7 60 3 
96 78 58 49 
59 69 5 11 
91 54 62 45 
8 99 71 33 
50 35 22 88 
84 38 89 11 
62 64 19 77 
48 53 12 77 
15 41 92 5 
69 45 74 64 
94 63 63 81 
48 18 43 63 
70 88 58 23 
36 40 3 62 
13 36 23 77 
51 96 84 69 
68 59 17 58 
80 90 11 98 
63 48 18 25 
15 69 69 72 
39 41 85 38 
61 57 77 72 
36 74 65 52 
27 39 24 31 
56 72 23 54 
66 19 25 57 
93 76 45 44 
37 47 88 38 
18 64 42 9 
10 93 97 54 
24 88 53 57 
29 4 58 0 
3 63 24 97 
6 89 67 7 
97 59 8 82 
9 92 84 94 
33 90 21 68 
72 72 38 11 
56 3 49 27 
37 87 80 43 
4 9 74 42 
7 57 74 78 
0 5 90 64 
68 48 89 78 
38 84 3 0 
8 5 20 94 
11 33 58 83 
47 29 67 14 
92 61 19 17 
51 62 48 37 
68 8 95 17 
99 53 14 12 
93 34 12 82 
13 88 99 86 
5 79 42 71 
87 18 27 53 
31 47 59 61 
66 35 51 85 
58 57 79 22 
60 54 4 3 
71 67 1 35 
0 17 76 9 
55 53 60 25 
62 18 62 92 
34 3 50 94 
25 25 30 76 
93 72 95 87 
40 43 15 72 
89 91 59 3 
6 36 30 61 
64 22 30 52 
11 17 59 2 
12 25 22 14 
66 63 65 64 
60 64 74 47 
30 22 22 6 
65 60 42 63 
31 6 85 71 
35 85 21 45 
7 2 15 56 
36 49 24 7 
40 39 42 75 
38 18 25 88 
36 89 50 35 
99 67 36 49 
94 98 91 86 
8 70 65 20 
67 62 68 17 
36 56 96 97 
81 10 53 3 
45 8 63 94 
96 56 23 34 
79 62 32 15 
21 15 37 77 
26 53 97 77 
94 14 75 54 
16 99 61 10 
6 36 19 31 
16 27 60 27 
45 83 49 51 
14 91 42 10 
51 36 87 74 
16 10 19 85 
42 52 97 83 
3 55 50 71 
37 31 37 75 
2 51 20 20 
82 42 24 61 
87 60 27 87 
73 84 41 26 
8 88 90 99 
11 25 20 31 
9 13 46 19 
44 51 57 61 
95 23 85 6 
81 8 58 40 
41 34 57 30 
83 22 21 80 
68 3 39 91 
56 36 94 25 
31 65 50 48 
21 97 76 14 
77 63 56 65 
18 69 35 72 
80 48 92 15 
70 72 81 96 
64 64 4 17 
33 70 6 9 
67 48 83 82 
81 50 64 83 
98 4 49 97 
19 68 90 70 
5 48 92 85 
28 62 47 76 
52 18 96 0 
63 41 66 83 
58 87 3 61 
78 24 16 90 
72 51 70 26 
46 63 13 35 
69 62 48 56 
84 91 71 26 
87 24 92 42 
21 74 26 67 
62 81 50 63 
56 53 16 94 
7 67 16 19 
94 18 83 32 
55 85 43 54 
64 28 24 35 
65 51 44 65 
55 99 28 93 
43 6 18 47 
18 96 47 93 
50 84 4 39 
22 12 16 87 
89 4 32 63 
74 30 4 90 
80 3 18 66 
25 83 61 17 
92 40 49 19 
24 69 6 45 
67 37 20 18 
6 86 50 22 
63 30 48 9 
10 86 69 3 
18 62 65 10 
67 76 62 64 
71 23 54 25 
16 1 56 8 
38 24 97 56 
19 95 50 2 
1 72 41 64 
93 87 6 76 
62 64 2 39 
88 90 30 85 
82 30 59 73 
59 19 0 21 
87 95 17 46 
28 7 34 17 
31 26 31 80 
29 21 9 81 
38 96 31 10 
78 99 67 55 
59 80 75 71 
19 53 78 92 
30 55 36 23 
30 9 31 79 
98 90 94 41 
90 93 93 68 
69 20 76 54 
51 65 48 85 
89 61 93 99 
56 67 90 23 
47 8 39 37 
0 49 59 55 
91 7 66 45 
30 68 33 2 
71 18 50 66 
12 87 12 57 
54 88 5 0 
46 21 48 55 
89 8 12 56 
72 99 30 14 
3 31 80 9 
12 43 20 18 
58 67 40 17 
50 80 77 99 
1 78 47 98 
32 47 45 39 
96 53 48 87 
40 42 83 10 
10 20 22 1 
73 39 50 8 
85 35 25 86 
48 75 88 65 
37 57 76 41 
92 60 58 34 
53 89 69 25 
88 85 33 79 
78 49 12 92 
7 23 35 28 
9 6 11 29 
29 42 77 57 
45 88 56 73 
36 90 68 27 
60 49 85 29 
43 2 56 72 
94 57 19 42 
72 51 37 30 
75 26 1 60 
16 46 64 61 
29 24 87 19 
31 37 10 77 
35 12 62 24 
51 91 89 3 
22 8 83 0 
30 38 32 27 
31 78 78 66 
32 17 64 14 
86 88 44 11 
45 55 46 91 
41 85 29 17 
85 66 66 27 
86 84 82 41 
98 54 94 67 
63 75 23 41 
4 56 39 91 
94 78 53 27 
20 58 64 16 
29 20 4 55 
67 70 66 46 
76 5 12 14 
43 41 7 50 
61 87 54 52 
14 58 58 25 
36 93 81 60 
70 55 2 62 
22 45 45 96 
27 14 97 32 
78 66 94 27 
81 61 99 58 
4 89 87 22 
59 65 94 42 
39 92 61 10 
2 1 96 47 
9 22 26 6 
76 38 1 81 
30 5 7 53 
19 61 6 16 
72 31 31 43 
43 38 39 28 
48 66 33 5 
61 85 53 71 
73 38 40 87 
16 1 81 93 
5 96 47 60 
13 73 57 70 
87 38 95 13 
93 63 47 20 
18 49 19 40 
7 35 50 8 
37 11 26 26 
60 96 58 70 
18 63 9 64 
47 30 83 4 
72 29 33 99 
99 72 0 19 
29 42 16 50 
6 51 58 32 
47 27 17 64 
92 84 50 46 
54 24 97 13 
52 11 56 66 
40 72 4 21 
83 98 4 31 
37 71 15 97 
58 60 91 59 
63 99 22 4 
41 62 77 41 
29 55 53 91 
33 11 50 33 
8 48 66 67 
83 48 1 31 
36 62 50 93 
38 99 75 19 
91 56 23 28 
87 49 90 33 
66 85 17 49 
28 38 22 91 
32 57 84 27 
76 6 14 56 
56 48 65 41 
72 24 55 55 
29 46 6 49 
87 99 28 69 
5 8 13 58 
1 29 31 42 
71 34 75 57 
13 57 17 13 
81 95 12 5 
34 41 12 42 
44 78 9 88 
30 40 95 82 
35 28 50 96 
40 96 67 45 
75 1 68 65 
91 38 22 29 
92 62 69 98 
66 60 10 31 
71 80 0 68 
15 39 67 53 
48 23 62 46 
2 96 16 64 
96 37 95 22 
36 17 99 6 
37 71 87 8 
24 83 78 26 
41 85 78 42 
51 88 19 82 
19 40 61 31 
64 26 46 63 
29 80 6 99 
24 88 19 19 
24 20 62 33 
55 7 0 75 
25 37 3 41 
91 18 84 93 
18 9 22 70 
13 40 14 7 
70 42 5 32 
21 4 20 24 
38 6 25 54 
89 57 43 92 
18 32 41 50 
81 37 29 63 
36 82 91 54 
53 99 8 96 
7 67 18 3 
49 21 0 3 
91 80 69 28 
61 43 4 7 
28 76 48 3 
39 96 61 70 
42 5 17 58 
41 34 3 30 
30 95 79 56 
73 80 34 28 
83 31 90 4 
64 44 84 31 
13 70 67 13 
59 75 57 74 
69 6 11 65 
44 46 51 83 
72 64 48 35 
22 2 14 48 
1 80 58 65 
12 12 87 58 
21 20 56 18 
39 95 21 21 
14 14 27 29 
25 22 89 23 
68 31 44 40 
26 19 23 9 
38 21 15 1 
46 6 42 84 
71 71 40 56 
33 59 58 64 
73 95 74 48 
56 83 75 35 
45 23 16 20 
84 22 19 88 
32 64 92 98 
47 49 53 50 
51 73 87 63 
32 15 85 22 
96 27 42 73 
43 51 53 85 
34 5 27 82 
54 38 57 63 
41 22 56 55 
92 11 73 20 
45 58 10 99 
63 45 56 54 
72 83 68 41 
97 43 33 7 
8 82 71 27 
66 30 31 0 
33 12 82 33 
19 13 1 70 
79 56 94 99 
23 75 22 61 
27 53 12 25 
10 94 8 3 
43 17 12 13 
67 23 41 69 
5 82 45 17 
26 64 4 15 
1 30 47 41 
25 17 4 18 
66 85 70 21 
67 99 86 84 
6 84 47 44 
86 57 83 85 
30 68 42 10 
95 13 71 51 
78 32 76 54 
84 30 5 21 
21 48 4 48 
83 83 52 25 
70 40 94 75 
23 58 71 70 
21 72 40 56 
38 34 82 29 
20 94 91 35 
14 12 32 66 
35 27 99 80 
59 97 55 52 
48 17 10 59 
62 46 74 46 
28 67 41 77 
67 33 7 49 
36 33 29 2 
58 7 60 53 
71 39 51 5 
68 35 18 45 
60 51 28 98 
21 54 88 48 
58 24 82 43 
92 81 32 84 
2 91 9 67 
45 51 3 12 
38 73 68 1 
63 81 75 79 
15 28 19 38 
6 82 24 64 
14 66 55 68 
45 67 3 22 
66 90 5 36 
62 29 24 57 
54 58 9 45 
16 78 31 77 
29 57 85 77 
12 74 28 2 
71 50 48 23 
24 86 5 42 
69 24 49 33 
60 67 64 62 
20 52 38 40 
70 22 49 96 
59 66 71 3 
31 16 25 78 
61 68 21 83 
68 41 57 7 
99 62 59 50 
86 44 95 63 
33 64 9 74 
32 83 60 34 
67 25 5 54 
99 64 80 30 
1 76 99 94 
50 79 36 85 
65 87 88 20 
30 30 2 86 
13 89 71 99 
75 48 99 68 
8 96 62 8 
56 96 97 61 
30 52 92 66 
3 43 26 98 
96 59 4 18 
5 53 85 2 
62 78 7 36 
77 90 68 6 
40 5 51 92 
40 83 34 2 
80 69 41 89 
65 63 93 91 
66 94 88 82 
53 80 94 99 
41 29 84 8 
78 67 20 79 
67 38 33 20 
4 94 41 2 
72 3 88 82 
51 53 80 28 
46 78 66 67 
72 39 76 90 
83 3 43 93 
67 36 70 40 
96 66 58 56 
52 23 35 42 
32 62 72 52 
49 50 33 14 
76 3 52 16 
66 51 62 37 
19 68 1 5 
89 2 32 6 
26 90 29 97 
11 36 88 79 
36 37 48 95 
46 68 51 41 
69 25 34 61 
28 95 69 5 
37 60 88 0 
82 84 82 14 
63 17 92 89 
14 49 42 6 
78 86 36 12 
69 81 54 59 
34 50 71 46 
40 0 28 38 
62 81 4 8 
32 13 38 1 
57 56 49 62 
23 27 56 43 
65 32 86 50 
63 32 89 73 
25 45 18 76 
3 52 40 62 
63 11 2 84 
65 51 78 19 
61 40 97 92 
68 15 71 56 
37 96 79 70 
82 60 48 63 
17 72 82 95 
89 37 60 16 
84 51 93 97 
47 31 70 64 
22 76 97 87 
7 82 3 91 
6 52 42 44 
17 64 18 32 
8 50 96 79 
19 4 94 96 
1 89 84 24 
28 35 39 37 
93 16 55 0 
25 2 58 43 
32 2 0 68 
38 79 54 74 
42 38 20 67 
69 52 35 43 
3 93 31 92 
92 80 47 25 
72 54 42 67 
44 52 78 45 
9 82 38 10 
69 87 81 73 
58 48 70 5 
94 43 14 37 
97 26 26 26 
51 44 9 14 
61 51 31 64 
68 40 6 82 
91 91 4 73 
83 47 12 24 
68 78 68 24 
84 42 83 27 
41 87 3 32 
48 8 26 20 
56 83 64 0 
